# Timestamp, State, Clock ID, One Way Delay, Offset From Master, Slave to Master, Master to Slave, Observed Drift, Last packet Received
2014-12-09 15:05:43.828078, init, 
2014-12-09 15:05:43.896350, lstn_init,  1 
2014-12-09 15:05:55.175584, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000000000,  0.000000000,  0.000000000,  0.000000000, 0.000000000, I
2014-12-09 15:06:03.174750, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000232000, -0.000037062,  0.000439000,  0.000237000, 0.000000000, S
2014-12-09 15:06:03.455478, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000240111, -0.000037062,  0.000407000,  0.000237000, 0.000000000, D
2014-12-09 15:06:04.175414, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000240111, -0.000087055,  0.000407000,  0.000061000, 0.000000000, S
2014-12-09 15:06:05.017985, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000234000, -0.000087055,  0.000011000,  0.000061000, 0.000000000, D
2014-12-09 15:06:05.175352, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000234000,  0.000004445,  0.000011000,  0.000422000, 0.000000000, S
2014-12-09 15:06:05.767962, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000224250,  0.000004445,  0.000013000,  0.000422000, 0.000000000, D
2014-12-09 15:06:06.080352, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000226042,  0.000004445,  0.000126000,  0.000422000, 0.000000000, D
2014-12-09 15:06:06.175365, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000226042,  0.000230479,  0.000126000,  0.000499000, 0.000000000, S
2014-12-09 15:06:07.175110, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000226042,  0.000124958,  0.000126000,  0.000203000, 0.000000000, S
2014-12-09 15:06:08.017329, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000228654,  0.000124958,  0.000289000,  0.000203000, 0.000000000, D
2014-12-09 15:06:08.174930, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000228654, -0.000077848,  0.000289000,  0.000096000, 0.000000000, S
2014-12-09 15:06:08.392583, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000230429, -0.000077848,  0.000426000,  0.000096000, 0.000000000, D
2014-12-09 15:06:09.016739, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000233184, -0.000077848,  0.000469000,  0.000096000, 0.000000000, D
2014-12-09 15:06:09.175129, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000233184, -0.000129419,  0.000469000,  0.000107000, 0.000000000, S
2014-12-09 15:06:09.392644, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000234704, -0.000129419,  0.000358000,  0.000107000, 0.000000000, D
2014-12-09 15:06:10.017411, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000232824, -0.000129419,  0.000239000,  0.000107000, 0.000000000, D
2014-12-09 15:06:10.175051, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000232824, -0.000067004,  0.000239000,  0.000225000, 0.000000000, S
2014-12-09 15:06:10.705056, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000232612, -0.000067004,  0.000345000,  0.000225000, 0.000000000, D
2014-12-09 15:06:11.175211, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000232612, -0.000009718,  0.000345000,  0.000221000, 0.000000000, S
2014-12-09 15:06:11.767918, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000231817, -0.000009718,  0.000079000,  0.000221000, 0.000000000, D
2014-12-09 15:06:12.175141, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000231817,  0.000158785,  0.000079000,  0.000561000, 0.000000000, S
2014-12-09 15:06:13.174021, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000231817,  0.000210682,  0.000079000,  0.000324000, 0.000000000, S
2014-12-09 15:06:13.391587, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000233289,  0.000210682,  0.000421000,  0.000324000, 0.000000000, D
2014-12-09 15:06:13.829392, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000239430,  0.000210682,  0.000380000,  0.000324000, 0.000000000, D
2014-12-09 15:06:14.174452, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000239430, -0.000029624,  0.000380000,  0.000088000, 0.000000000, S
2014-12-09 15:06:14.704936, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000243058, -0.000029624,  0.000485000,  0.000088000, 0.000000000, D
2014-12-09 15:06:15.174778, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000243058, -0.000155244,  0.000485000,  0.000084000, 0.000000000, S
2014-12-09 15:06:16.174889, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000243058, -0.000093558,  0.000485000,  0.000215000, 0.000000000, S
2014-12-09 15:06:16.517446, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000243827, -0.000093558,  0.000255000,  0.000215000, 0.000000000, D
2014-12-09 15:06:16.580041, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000244522, -0.000093558,  0.000357000,  0.000215000, 0.000000000, D
2014-12-09 15:06:17.174853, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000244522,  0.000006210,  0.000357000,  0.000285000, 0.000000000, S
2014-12-09 15:06:18.174801, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000244522,  0.000012978,  0.000357000,  0.000230000, 0.000000000, S
2014-12-09 15:06:18.267483, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000246981,  0.000012978,  0.000422000,  0.000230000, 0.000000000, D
2014-12-09 15:06:18.767539, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249539,  0.000012978,  0.000372000,  0.000230000, 0.000000000, D
2014-12-09 15:06:19.174927, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249539, -0.000027030,  0.000372000,  0.000210000, 0.000000000, S
2014-12-09 15:06:20.017408, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000251204, -0.000027030,  0.000366000,  0.000210000, 0.000000000, D
2014-12-09 15:06:20.142421, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253107, -0.000027030,  0.000432000,  0.000210000, 0.000000000, D
2014-12-09 15:06:20.174770, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253107, -0.000045822,  0.000432000,  0.000201000, 0.000000000, S
2014-12-09 15:06:20.204175, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253802, -0.000045822,  0.000250000,  0.000201000, 0.000000000, D
2014-12-09 15:06:21.174947, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253802, -0.000042454,  0.000250000,  0.000221000, 0.000000000, S
2014-12-09 15:06:21.267573, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000254059, -0.000042454,  0.000374000,  0.000221000, 0.000000000, D
2014-12-09 15:06:22.174856, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000254059, -0.000042430,  0.000374000,  0.000202000, 0.000000000, S
2014-12-09 15:06:23.079137, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000254364, -0.000042430,  0.000257000,  0.000202000, 0.000000000, D
2014-12-09 15:06:23.174849, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000254364, -0.000108211,  0.000257000,  0.000090000, 0.000000000, S
2014-12-09 15:06:23.267746, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000252720, -0.000108211,  0.000258000,  0.000090000, 0.000000000, D
2014-12-09 15:06:23.892337, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249683, -0.000108211,  0.000172000,  0.000090000, 0.000000000, D
2014-12-09 15:06:24.174925, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249683, -0.000073524,  0.000172000,  0.000267000, 0.000000000, S
2014-12-09 15:06:24.392688, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248192, -0.000073524,  0.000267000,  0.000267000, 0.000000000, D
2014-12-09 15:06:25.173987, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248192,  0.000030562,  0.000267000,  0.000292000, 0.000000000, S
2014-12-09 15:06:26.079830, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248208,  0.000030562,  0.000169000,  0.000292000, 0.000000000, D
2014-12-09 15:06:26.174813, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248208, -0.000012700,  0.000169000,  0.000179000, 0.000000000, S
2014-12-09 15:06:26.454675, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248251, -0.000012700,  0.000359000,  0.000179000, 0.000000000, D
2014-12-09 15:06:26.705126, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000246616, -0.000012700,  0.000034000,  0.000179000, 0.000000000, D
2014-12-09 15:06:27.174886, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000246616,  0.000104088,  0.000034000,  0.000524000, 0.000000000, S
2014-12-09 15:06:27.392496, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000245731,  0.000104088,  0.000115000,  0.000524000, 0.000000000, D
2014-12-09 15:06:27.767562, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000247719,  0.000104088,  0.000130000,  0.000524000, 0.000000000, D
2014-12-09 15:06:28.174570, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000247719,  0.000215332,  0.000130000,  0.000401000, 0.000000000, S
2014-12-09 15:06:29.174425, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000247719,  0.000049781,  0.000130000,  0.000194000, 0.000000000, S
2014-12-09 15:06:29.704742, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249782,  0.000049781,  0.000473000,  0.000194000, 0.000000000, D
2014-12-09 15:06:30.174407, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249782, -0.000147750,  0.000473000,  0.000008000, 0.000000000, S
2014-12-09 15:06:30.642208, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000250287, -0.000147750,  0.000407000,  0.000008000, 0.000000000, D
2014-12-09 15:06:31.174120, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000250287, -0.000165034,  0.000407000,  0.000162000, 0.000000000, S
2014-12-09 15:06:32.174637, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000250287, -0.000017287,  0.000407000,  0.000304000, 0.000000000, S
2014-12-09 15:06:32.392083, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249096, -0.000017287,  0.000082000,  0.000304000, 0.000000000, D
2014-12-09 15:06:32.954769, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248355, -0.000017287,  0.000179000,  0.000304000, 0.000000000, D
2014-12-09 15:06:33.174610, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000248355,  0.000078178,  0.000179000,  0.000351000, 0.000000000, S
2014-12-09 15:06:33.954847, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249637,  0.000078178,  0.000385000,  0.000351000, 0.000000000, D
2014-12-09 15:06:34.174501, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000249637,  0.000012504,  0.000385000,  0.000172000, 0.000000000, S
2014-12-09 15:06:34.267247, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000251340,  0.000012504,  0.000397000,  0.000172000, 0.000000000, D
2014-12-09 15:06:34.392285, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000252218,  0.000012504,  0.000426000,  0.000172000, 0.000000000, D
2014-12-09 15:06:34.767214, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253219,  0.000012504,  0.000427000,  0.000172000, 0.000000000, D
2014-12-09 15:06:35.173612, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253219, -0.000089427,  0.000427000,  0.000152000, 0.000000000, S
2014-12-09 15:06:36.174532, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253219, -0.000082718,  0.000427000,  0.000189000, 0.000000000, S
2014-12-09 15:06:36.579256, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253142, -0.000082718,  0.000210000,  0.000189000, 0.000000000, D
2014-12-09 15:06:37.174210, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253142,  0.000114820,  0.000210000,  0.000547000, 0.000000000, S
2014-12-09 15:06:38.017369, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253466,  0.000114820,  0.000130000,  0.000547000, 0.000000000, D
2014-12-09 15:06:38.173853, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000253466,  0.000207196,  0.000130000,  0.000374000, 0.000000000, S
2014-12-09 15:06:38.391858, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000254977,  0.000207196,  0.000265000,  0.000374000, 0.000000000, D
2014-12-09 15:06:39.174209, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000254977,  0.000048779,  0.000265000,  0.000232000, 0.000000000, S
2014-12-09 15:06:40.079405, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000255835,  0.000048779,  0.000324000,  0.000232000, 0.000000000, D
2014-12-09 15:06:40.173209, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000255835, -0.000035905,  0.000324000,  0.000207000, 0.000000000, S
2014-12-09 15:06:41.017014, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000256891, -0.000035905,  0.000480000,  0.000207000, 0.000000000, D
2014-12-09 15:06:41.174143, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000256891, -0.000102362,  0.000480000,  0.000101000, 0.000000000, S
2014-12-09 15:06:41.203771, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257714, -0.000102362,  0.000414000,  0.000101000, 0.000000000, D
2014-12-09 15:06:41.704643, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257705, -0.000102362,  0.000413000,  0.000101000, 0.000000000, D
2014-12-09 15:06:41.767132, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257569, -0.000102362,  0.000386000,  0.000101000, 0.000000000, D
2014-12-09 15:06:42.174209, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257569, -0.000097729,  0.000386000,  0.000218000, 0.000000000, S
2014-12-09 15:06:43.174141, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257569, -0.000053568,  0.000386000,  0.000190000, 0.000000000, S
2014-12-09 15:06:43.642182, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257228, -0.000053568,  0.000277000,  0.000190000, 0.000000000, D
2014-12-09 15:06:44.174244, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257228, -0.000016398,  0.000277000,  0.000292000, 0.000000000, S
2014-12-09 15:06:45.173342, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257228, -0.000013228,  0.000277000,  0.000196000, 0.000000000, S
2014-12-09 15:06:45.392176, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000256992, -0.000013228,  0.000312000,  0.000196000, 0.000000000, D
2014-12-09 15:06:46.141944, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257121, -0.000013228,  0.000354000,  0.000196000, 0.000000000, D
2014-12-09 15:06:46.174282, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257121, -0.000055174,  0.000354000,  0.000208000, 0.000000000, S
2014-12-09 15:06:46.328996, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257831, -0.000055174,  0.000438000,  0.000208000, 0.000000000, D
2014-12-09 15:06:47.173481, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257831,  0.000145024,  0.000438000,  0.000597000, 0.000000000, S
2014-12-09 15:06:48.174109, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000257831,  0.000208668,  0.000438000,  0.000336000, 0.000000000, S
2014-12-09 15:06:48.266949, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259330,  0.000208668,  0.000409000,  0.000336000, 0.000000000, D
2014-12-09 15:06:49.173879, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259330, -0.000019581,  0.000409000,  0.000142000, 0.000000000, S
2014-12-09 15:06:49.391609, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259845, -0.000019581,  0.000276000,  0.000142000, 0.000000000, D
2014-12-09 15:06:50.173296, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259845, -0.000086087,  0.000276000,  0.000205000, 0.000000000, S
2014-12-09 15:06:51.079468, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259815, -0.000086087,  0.000409000,  0.000205000, 0.000000000, D
2014-12-09 15:06:51.173752, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259815, -0.000037829,  0.000409000,  0.000239000, 0.000000000, S
2014-12-09 15:06:52.173931, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259815, -0.000028314,  0.000409000,  0.000224000, 0.000000000, S
2014-12-09 15:06:52.328785, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260826, -0.000028314,  0.000456000,  0.000224000, 0.000000000, D
2014-12-09 15:06:53.236321, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260826, -0.000048320,  0.000456000,  0.000200000, 0.000000000, S
2014-12-09 15:06:54.017097, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000261723, -0.000048320,  0.000393000,  0.000200000, 0.000000000, D
2014-12-09 15:06:54.173915, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000261723, -0.000057274,  0.000393000,  0.000208000, 0.000000000, S
2014-12-09 15:06:54.954465, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262149, -0.000057274,  0.000355000,  0.000208000, 0.000000000, D
2014-12-09 15:06:55.173941, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262149, -0.000052935,  0.000355000,  0.000210000, 0.000000000, S
2014-12-09 15:06:55.579403, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000261752, -0.000052935,  0.000174000,  0.000210000, 0.000000000, D
2014-12-09 15:06:56.078657, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260916, -0.000052935,  0.000239000,  0.000210000, 0.000000000, D
2014-12-09 15:06:56.172916, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260916, -0.000012032,  0.000239000,  0.000289000, 0.000000000, S
2014-12-09 15:06:56.204621, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260968, -0.000012032,  0.000319000,  0.000289000, 0.000000000, D
2014-12-09 15:06:56.391975, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000261640, -0.000012032,  0.000319000,  0.000289000, 0.000000000, D
2014-12-09 15:06:57.172881, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000261640,  0.000162222,  0.000319000,  0.000558000, 0.000000000, S
2014-12-09 15:06:57.704110, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262360,  0.000162222,  0.000065000,  0.000558000, 0.000000000, D
2014-12-09 15:06:58.173500, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262360,  0.000215000,  0.000065000,  0.000396000, 0.000000000, S
2014-12-09 15:06:58.828900, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263218,  0.000215000,  0.000250000,  0.000396000, 0.000000000, D
2014-12-09 15:06:59.173437, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263218,  0.000077711,  0.000250000,  0.000285000, 0.000000000, S
2014-12-09 15:07:00.173280, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263218, -0.000053718,  0.000250000,  0.000134000, 0.000000000, S
2014-12-09 15:07:00.578074, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263261, -0.000053718,  0.000284000,  0.000134000, 0.000000000, D
2014-12-09 15:07:00.641315, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262679, -0.000053718,  0.000352000,  0.000134000, 0.000000000, D
2014-12-09 15:07:01.172489, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262679, -0.000127448,  0.000352000,  0.000137000, 0.000000000, S
2014-12-09 15:07:01.641701, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262524, -0.000127448,  0.000388000,  0.000137000, 0.000000000, D
2014-12-09 15:07:02.173512, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262524, -0.000078601,  0.000388000,  0.000231000, 0.000000000, S
2014-12-09 15:07:03.173581, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262524, -0.000047024,  0.000388000,  0.000200000, 0.000000000, S
2014-12-09 15:07:03.516866, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262649, -0.000047024,  0.000357000,  0.000200000, 0.000000000, D
2014-12-09 15:07:03.578513, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262518, -0.000047024,  0.000260000,  0.000200000, 0.000000000, D
2014-12-09 15:07:04.173632, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262518, -0.000029021,  0.000260000,  0.000267000, 0.000000000, S
2014-12-09 15:07:04.641821, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262514, -0.000029021,  0.000322000,  0.000267000, 0.000000000, D
2014-12-09 15:07:05.016882, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263100, -0.000029021,  0.000344000,  0.000267000, 0.000000000, D
2014-12-09 15:07:05.173638, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263100, -0.000022809,  0.000344000,  0.000213000, 0.000000000, S
2014-12-09 15:07:05.391813, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263458, -0.000022809,  0.000320000,  0.000213000, 0.000000000, D
2014-12-09 15:07:06.173608, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263458, -0.000033279,  0.000320000,  0.000247000, 0.000000000, S
2014-12-09 15:07:06.954262, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262787, -0.000033279,  0.000102000,  0.000247000, 0.000000000, D
2014-12-09 15:07:07.173590, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262787,  0.000111377,  0.000102000,  0.000502000, 0.000000000, S
2014-12-09 15:07:08.141484, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262642,  0.000111377,  0.000163000,  0.000502000, 0.000000000, D
2014-12-09 15:07:08.173400, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262642,  0.000204785,  0.000163000,  0.000433000, 0.000000000, S
2014-12-09 15:07:09.173257, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262642,  0.000052858,  0.000163000,  0.000198000, 0.000000000, S
2014-12-09 15:07:09.577916, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263202,  0.000052858,  0.000331000,  0.000198000, 0.000000000, D
2014-12-09 15:07:10.172001, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000263202, -0.000104922,  0.000331000,  0.000118000, 0.000000000, S
2014-12-09 15:07:10.328105, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262886, -0.000104922,  0.000325000,  0.000118000, 0.000000000, D
2014-12-09 15:07:10.953872, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262739, -0.000104922,  0.000453000,  0.000118000, 0.000000000, D
2014-12-09 15:07:11.173117, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262739, -0.000123470,  0.000453000,  0.000161000, 0.000000000, S
2014-12-09 15:07:12.172833, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000262739, -0.000116738,  0.000453000,  0.000131000, 0.000000000, S
2014-12-09 15:07:12.578343, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000261884, -0.000116738,  0.000130000,  0.000131000, 0.000000000, D
2014-12-09 15:07:13.078546, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260292, -0.000116738,  0.000248000,  0.000131000, 0.000000000, D
2014-12-09 15:07:13.172473, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260292, -0.000026515,  0.000248000,  0.000339000, 0.000000000, S
2014-12-09 15:07:14.173346, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260292,  0.000090208,  0.000248000,  0.000362000, 0.000000000, S
2014-12-09 15:07:14.453536, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259912,  0.000090208,  0.000203000,  0.000362000, 0.000000000, D
2014-12-09 15:07:15.173318, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259912,  0.000056398,  0.000203000,  0.000271000, 0.000000000, S
2014-12-09 15:07:15.203959, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260515,  0.000056398,  0.000358000,  0.000271000, 0.000000000, D
2014-12-09 15:07:16.172339, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260515,  0.000007286,  0.000358000,  0.000264000, 0.000000000, S
2014-12-09 15:07:16.953967, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260175,  0.000007286,  0.000062000,  0.000264000, 0.000000000, D
2014-12-09 15:07:17.173132, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260175,  0.000121154,  0.000062000,  0.000499000, 0.000000000, S
2014-12-09 15:07:18.173031, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260175,  0.000182324,  0.000062000,  0.000386000, 0.000000000, S
2014-12-09 15:07:18.203563, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000259844,  0.000182324,  0.000244000,  0.000386000, 0.000000000, D
2014-12-09 15:07:18.640771, slv, 0c4de9fffeae4e2b(unknown)/01,  0.000260815,  0.000182324,  0.000272000,  0.000386000, 0.000000000, D
